epoch,train_loss
1,1.0887873896530695
2,1.0320963029350554
3,0.9810043445655278
4,0.9334992127759116
5,0.8893230174268995
6,0.8482374229601451
7,0.8100110569170543
8,0.7744229095322746
9,0.741264175091471
10,0.7103393248149327
