train_loss,valid_loss
1.0913620676313127,1.0717461109161377
1.0299683958292007,0.9806434512138367
0.8972792604139873,0.8214967250823975
0.7141673011439187,0.6410923004150391
0.5419460939509528,0.4872978925704956
0.41059453359672,0.380969762802124
0.3183150940707752,0.3099672794342041
0.26088428497314453,0.2603064477443695
0.22033711363162314,0.22849692404270172
0.18976892424481256,0.20434364676475525
0.16974055261484214,0.18668483197689056
0.15513575130275317,0.17149341106414795
0.14248191671712057,0.16305392980575562
0.13426023801522596,0.15294359624385834
0.1258690892053502,0.14750783145427704
0.11580008122005633,0.14114545285701752
0.10865923456315484,0.1358710676431656
0.10546956118196249,0.13115070760250092
0.1012882369437388,0.12696675956249237
0.09788321783500058,0.12490363419055939
0.09462800409112658,0.12139670550823212
0.08807734799172197,0.11997751146554947
0.08756538241037301,0.1166657954454422
0.08443971976105656,0.11531700938940048
0.08364904192941529,0.1141592338681221
0.08082361559250525,0.11222050338983536
0.0788551237700241,0.11177625507116318
0.07599791245801109,0.10921953618526459
0.07284234424254724,0.10864884406328201
0.07235406365777765,0.10757707804441452
0.07161742515329804,0.10654280334711075
0.06840314902365208,0.10636376589536667
0.06693274740661893,0.10461412370204926
0.06502427060955338,0.1048164963722229
0.0664022988639772,0.105252705514431
0.06399272082905684,0.10420776158571243
0.06206266621926001,0.1041814386844635
0.05984675345410194,0.10282748192548752
0.06098257258002247,0.10159262269735336
0.0632384231181017,0.10233735293149948
0.060671069592769654,0.1015639379620552
0.05801651919526713,0.10142409056425095
0.05463284516840109,0.10046102851629257
0.055522335693240166,0.09965825080871582
0.05403527015421007,0.09883201867341995
0.05365255395216601,0.09835325181484222
0.0521241560179208,0.09797334671020508
0.05359439003015203,0.09752237051725388
0.050577372744945545,0.097747303545475
0.051091242681390474,0.09578947722911835
0.05254342154200588,0.09644041955471039
0.049634974849011214,0.09643992781639099
0.04962371093487101,0.09764894843101501
0.048308879270085266,0.09709887951612473
0.04847960526655827,0.09567775577306747
0.047816067800990174,0.09664115309715271
0.04731005470135382,0.09473496675491333
0.045580984359341006,0.0974813848733902
0.04494207591882774,0.09560433775186539
0.04583175081227507,0.09667718410491943
0.04378372868190387,0.09560254216194153
0.0438943964961384,0.09417584538459778
0.04370611649937928,0.09564532339572906
0.04356406389602593,0.09577861428260803
0.04392135622245925,0.0956554189324379
0.042065129814935584,0.09470053017139435
0.039850813270147355,0.09484392404556274
0.03911472108614232,0.09598392993211746
0.04057867422566882,0.09668317437171936
0.04245043073647788,0.09518057107925415
0.040892497137455006,0.09585708379745483
0.03893760827902172,0.0958319827914238
0.03862942025131945,0.09596052765846252
0.03678045198986573,0.09794530272483826
0.03601430785576148,0.09383851289749146
0.03550164246865149,0.09527350217103958
0.036068492236414125,0.09580540657043457
0.03609862827163722,0.0949646383523941
0.03506840574222484,0.09701462090015411
0.03466973214277199,0.0924551784992218
0.03396173857618123,0.09383236616849899
0.03537029300683311,0.09586064517498016
0.03294357918535492,0.09608940780162811
0.031921319264386384,0.0979096069931984
0.03162122228448944,0.09553374350070953
0.032549704458298426,0.0969838872551918
0.034025116956659725,0.09263090789318085
0.033337510274057944,0.09592540562152863
0.03125040865104113,0.09306109696626663
0.031578355435548086,0.09545902162790298
0.030718800316598,0.09457943588495255
0.029483267521884824,0.09711338579654694
0.02963873142808942,0.0928640067577362
0.02757263383162873,0.0931641012430191
0.028368927488502647,0.0943157970905304
0.02806707800898169,0.09551991522312164
0.02693748101592064,0.09232310950756073
0.029658055298828652,0.09314566850662231
0.02704465838282236,0.0953071266412735
0.02612295628724886,0.09229142963886261
