threshold,precision,recall,f1,macro_f1,pr_auc,roc_auc,brier,ece
0.05,0.45317220543806647,1.0,0.6237006237006237,0.72303775051567,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.06,0.47770700636942676,1.0,0.646551724137931,0.7441252829183864,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.07,0.5,1.0,0.6666666666666666,0.7619047619047619,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.08,0.5244755244755245,1.0,0.6880733944954128,0.7801269228116161,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.09,0.5300353356890459,1.0,0.6928406466512702,0.7840960496611553,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.1,0.5514705882352942,1.0,0.7109004739336493,0.7988639660948396,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.11,0.5681818181818182,1.0,0.7246376811594203,0.8098326527344063,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.12,0.5791505791505791,1.0,0.7334963325183375,0.8167939957733759,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.13,0.5928853754940712,1.0,0.7444168734491315,0.825262219769233,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.14,0.6147540983606558,1.0,0.7614213197969543,0.8382151806941371,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.15,0.635593220338983,1.0,0.7772020725388601,0.8500013953358574,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.16,0.6550218340611353,1.0,0.7915567282321899,0.8605419680411619,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.17,0.672645739910314,1.0,0.8042895442359249,0.869757904327368,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.18,0.6912442396313364,1.0,0.8174386920980926,0.8791518261902643,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.19,0.7177033492822966,1.0,0.8356545961002786,0.8919727844655644,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.2,0.7246376811594203,1.0,0.8403361344537815,0.895233684024791,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.21,0.7389162561576355,1.0,0.8498583569405099,0.9018254295600545,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.22,0.746268656716418,1.0,0.8547008547008547,0.9051572158621767,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.23,0.7575757575757576,1.0,0.8620689655172413,0.9102011494252873,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.24,0.7653061224489796,1.0,0.8670520231213873,0.913595335650815,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.25,0.78125,1.0,0.8771929824561403,0.9204617762021634,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.26,0.7894736842105263,1.0,0.8823529411764706,0.9239350912778905,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.27,0.7894736842105263,1.0,0.8823529411764706,0.9239350912778905,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.28,0.7978723404255319,1.0,0.8875739644970414,0.9274358634877634,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.29,0.8021390374331551,1.0,0.8902077151335311,0.9291967208513743,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.3,0.8021390374331551,1.0,0.8902077151335311,0.9291967208513743,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.31,0.8064516129032258,1.0,0.8928571428571429,0.9309646539027983,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.32,0.8241758241758241,1.0,0.9036144578313253,0.9381085987786764,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.33,0.8287292817679558,1.0,0.9063444108761329,0.93991300954414,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.34,0.8287292817679558,1.0,0.9063444108761329,0.93991300954414,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.35,0.8379888268156425,1.0,0.9118541033434651,0.9435444726794182,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.36,0.847457627118644,1.0,0.9174311926605505,0.9472066449236256,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.37,0.8620689655172413,1.0,0.9259259259259259,0.9527588813303098,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.38,0.8670520231213873,1.0,0.9287925696594427,0.9546256816011742,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.39,0.8771929824561403,1.0,0.9345794392523364,0.9583838672088654,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.4,0.8764705882352941,0.9933333333333333,0.93125,0.9563029661016949,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.41,0.8764705882352941,0.9933333333333333,0.93125,0.9563029661016949,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.42,0.8764705882352941,0.9933333333333333,0.93125,0.9563029661016949,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.43,0.8764705882352941,0.9933333333333333,0.93125,0.9563029661016949,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.44,0.8764705882352941,0.9933333333333333,0.93125,0.9563029661016949,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.45,0.8816568047337278,0.9933333333333333,0.9341692789968652,0.9581938689649864,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.46,0.8816568047337278,0.9933333333333333,0.9341692789968652,0.9581938689649864,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.47,0.8862275449101796,0.9866666666666667,0.9337539432176656,0.9580012319638624,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.48,0.8855421686746988,0.98,0.930379746835443,0.955899332877181,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.49,0.8963414634146342,0.98,0.9363057324840764,0.9597211630379909,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.5,0.8963414634146342,0.98,0.9363057324840764,0.9597211630379909,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.51,0.8963414634146342,0.98,0.9363057324840764,0.9597211630379909,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.52,0.8957055214723927,0.9733333333333334,0.9329073482428115,0.9576078442983224,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.53,0.9012345679012346,0.9733333333333334,0.9358974358974359,0.9595312095312095,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.54,0.9012345679012346,0.9733333333333334,0.9358974358974359,0.9595312095312095,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.55,0.9012345679012346,0.9733333333333334,0.9358974358974359,0.9595312095312095,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.56,0.906832298136646,0.9733333333333334,0.9389067524115756,0.9614634687205061,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.57,0.90625,0.9666666666666667,0.9354838709677419,0.9593385741393331,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.58,0.9056603773584906,0.96,0.9320388349514563,0.9572032965689272,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.59,0.9056603773584906,0.96,0.9320388349514563,0.9572032965689272,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.6,0.910828025477707,0.9533333333333334,0.9315960912052117,0.9569967044458582,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.61,0.9102564102564102,0.9466666666666667,0.9281045751633987,0.9548395572634414,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.62,0.9096774193548387,0.94,0.9245901639344263,0.9526716510048701,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.63,0.9096774193548387,0.94,0.9245901639344263,0.9526716510048701,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.64,0.9096774193548387,0.94,0.9245901639344263,0.9526716510048701,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.65,0.9090909090909091,0.9333333333333333,0.9210526315789473,0.9504928709734202,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.66,0.9144736842105263,0.9266666666666666,0.9205298013245033,0.9502482061714337,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.67,0.9205298013245033,0.9266666666666666,0.9235880398671097,0.9522026938284673,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.68,0.9266666666666666,0.9266666666666666,0.9266666666666666,0.9541666666666666,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.69,0.9266666666666666,0.9266666666666666,0.9266666666666666,0.9541666666666666,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.7,0.9261744966442953,0.92,0.9230769230769231,0.9519631076666881,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.71,0.9324324324324325,0.92,0.9261744966442953,0.9539358340126635,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.72,0.9324324324324325,0.92,0.9261744966442953,0.9539358340126635,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
0.73,0.9324324324324325,0.92,0.9261744966442953,0.9539358340126635,0.9756849168299214,0.9946777777777778,0.02632746413641184,0.043481170265595455
